,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
375,-122.15,37.74,49.0,1325,277,764,282,3,118000,NEAR BAY
376,-122.16,37.75,40.0,1227,294,928,261,1,95200,NEAR BAY
377,-122.16,37.75,35.0,667,140,406,133,3,94300,NEAR BAY
378,-122.17,37.74,34.0,1223,281,824,280,2,92500,NEAR BAY
379,-122.17,37.75,37.0,1379,287,835,259,2,91800,NEAR BAY
380,-122.16,37.74,43.0,1534,300,826,295,4,109400,NEAR BAY
381,-122.16,37.74,46.0,1029,181,567,211,3,129500,NEAR BAY
382,-122.16,37.74,52.0,771,147,355,144,4,143400,NEAR BAY
383,-122.16,37.74,47.0,824,223,533,166,2,98200,NEAR BAY
384,-122.16,37.74,44.0,1097,239,609,215,2,103100,NEAR BAY
385,-122.29,37.9,49.0,1283,238,576,236,3,276800,NEAR BAY
386,-122.29,37.9,52.0,1604,263,594,286,5,270900,NEAR BAY
387,-122.29,37.89,52.0,2248,422,870,377,3,246200,NEAR BAY
388,-122.3,37.9,38.0,2263,522,1027,509,3,224200,NEAR BAY
389,-122.29,37.89,52.0,1571,349,693,326,3,229100,NEAR BAY
390,-122.3,37.89,46.0,1520,402,815,375,2,211600,NEAR BAY
391,-122.3,37.9,15.0,5083,1212,2420,1146,4,256100,NEAR BAY
392,-122.3,37.89,36.0,1077,293,518,276,3,206300,NEAR BAY
393,-122.3,37.89,52.0,1248,283,620,275,4,221300,NEAR BAY
394,-122.33,37.89,42.0,1342,291,551,266,4,207400,NEAR BAY
395,-122.34,37.88,37.0,3061,930,2556,924,1,350000,NEAR BAY
396,-122.29,37.89,52.0,3171,698,1498,696,3,218200,NEAR BAY
397,-122.29,37.88,50.0,1211,261,523,227,3,216700,NEAR BAY
398,-122.29,37.89,52.0,979,175,374,153,5,270600,NEAR BAY
399,-122.29,37.89,52.0,2269,380,1004,371,5,261400,NEAR BAY
400,-122.28,37.88,52.0,1844,332,769,334,4,261300,NEAR BAY
401,-122.29,37.89,52.0,2178,421,940,423,5,232200,NEAR BAY
402,-122.27,37.9,42.0,1650,274,645,256,5,375400,NEAR BAY
403,-122.26,37.9,52.0,1927,279,705,288,7,357300,NEAR BAY
404,-122.27,37.9,52.0,2079,273,684,275,7,374400,NEAR BAY
405,-122.27,37.9,52.0,1803,240,572,236,6,358800,NEAR BAY
406,-122.27,37.9,52.0,2041,270,671,253,6,417500,NEAR BAY
407,-122.27,37.89,52.0,3046,373,975,365,8,430500,NEAR BAY
408,-122.28,37.9,52.0,2318,328,779,312,7,362900,NEAR BAY
409,-122.28,37.9,52.0,2003,250,658,244,10,397000,NEAR BAY
410,-122.28,37.9,52.0,2261,328,819,335,4,346800,NEAR BAY
411,-122.28,37.89,52.0,1225,169,412,168,5,327100,NEAR BAY
412,-122.28,37.89,52.0,2315,408,835,369,4,290100,NEAR BAY
413,-122.28,37.89,52.0,2070,329,722,306,5,292000,NEAR BAY
414,-122.28,37.89,52.0,2616,473,1085,487,4,270900,NEAR BAY
415,-122.27,37.89,52.0,2640,366,973,355,7,371100,NEAR BAY
416,-122.27,37.89,52.0,1978,293,723,272,5,335600,NEAR BAY
417,-122.26,37.9,37.0,2220,335,903,362,7,371300,NEAR BAY
418,-122.25,37.89,41.0,1125,195,356,181,6,344000,NEAR BAY
419,-122.26,37.89,52.0,3078,494,1005,462,6,342200,NEAR BAY
420,-122.26,37.89,52.0,3706,531,1205,504,6,370900,NEAR BAY
421,-122.25,37.89,37.0,3000,457,987,450,7,350000,NEAR BAY
422,-122.25,37.89,42.0,2863,460,1031,448,6,368600,NEAR BAY
423,-122.26,37.88,52.0,2551,417,894,404,6,391800,NEAR BAY
424,-122.26,37.88,52.0,2255,410,823,377,5,415300,NEAR BAY
425,-122.27,37.88,52.0,3360,648,1232,621,4,284900,NEAR BAY
426,-122.27,37.88,52.0,1693,391,669,367,3,287500,NEAR BAY
427,-122.27,37.88,44.0,2252,592,989,550,3,272900,NEAR BAY
428,-122.28,37.88,52.0,2495,491,1058,464,4,259600,NEAR BAY
429,-122.28,37.88,52.0,1193,200,506,207,4,254500,NEAR BAY
430,-122.28,37.88,52.0,1172,215,489,218,3,235600,NEAR BAY
431,-122.29,37.88,52.0,2159,424,824,388,3,218400,NEAR BAY
432,-122.29,37.88,48.0,2365,490,1034,475,3,229200,NEAR BAY
433,-122.29,37.88,46.0,1895,442,920,425,2,192100,NEAR BAY
434,-122.29,37.88,52.0,1650,395,841,380,3,179300,NEAR BAY
435,-122.3,37.88,45.0,453,146,749,137,1,187500,NEAR BAY
436,-122.3,37.88,52.0,409,97,208,98,1,138800,NEAR BAY
437,-122.3,37.87,10.0,503,118,228,100,2,150000,NEAR BAY
438,-122.3,37.86,50.0,499,127,287,128,2,140600,NEAR BAY
439,-122.29,37.85,52.0,477,119,218,106,2,120000,NEAR BAY
440,-122.3,37.88,46.0,1647,376,854,355,2,144800,NEAR BAY
441,-122.3,37.87,52.0,3123,749,1695,684,2,144800,NEAR BAY
442,-122.28,37.88,52.0,957,188,403,172,3,245500,NEAR BAY
443,-122.28,37.87,52.0,589,132,288,131,3,200000,NEAR BAY
444,-122.28,37.87,49.0,2026,548,963,521,1,173700,NEAR BAY
445,-122.29,37.87,50.0,1829,536,1129,516,2,185600,NEAR BAY
446,-122.29,37.87,52.0,895,198,386,204,3,182600,NEAR BAY
447,-122.28,37.88,52.0,1909,416,811,406,3,227900,NEAR BAY
448,-122.28,37.87,46.0,3022,696,1293,675,2,220700,NEAR BAY
449,-122.28,37.87,46.0,1777,446,805,431,2,212000,NEAR BAY
450,-122.27,37.88,52.0,2803,930,1372,876,2,271400,NEAR BAY
451,-122.27,37.87,30.0,1465,439,862,425,1,268800,NEAR BAY
452,-122.27,37.88,37.0,2619,682,1152,616,2,277800,NEAR BAY
453,-122.26,37.88,52.0,1149,255,483,249,4,332500,NEAR BAY
454,-122.26,37.88,52.0,2363,604,1558,573,2,338900,NEAR BAY
455,-122.26,37.88,52.0,2604,837,1798,769,1,287500,NEAR BAY
456,-122.25,37.87,41.0,685,141,266,123,5,384600,NEAR BAY
457,-122.25,37.87,42.0,1756,465,2184,422,2,371400,NEAR BAY
458,-122.25,37.87,52.0,1204,460,2016,477,0,350000,NEAR BAY
459,-122.25,37.87,52.0,609,236,1349,250,1,500001,NEAR BAY
460,-122.26,37.87,52.0,1087,371,3337,350,1,175000,NEAR BAY
461,-122.26,37.87,52.0,2773,998,1721,949,1,241700,NEAR BAY
462,-122.27,37.87,35.0,3218,1108,1675,1000,1,216700,NEAR BAY
463,-122.27,37.87,49.0,1350,368,707,350,2,211300,NEAR BAY
464,-122.27,37.87,52.0,3084,698,1424,694,2,210200,NEAR BAY
465,-122.28,37.86,52.0,938,195,393,189,3,196400,NEAR BAY
466,-122.28,37.87,52.0,1813,353,828,339,3,191700,NEAR BAY
467,-122.28,37.87,52.0,1233,300,571,292,2,182300,NEAR BAY
468,-122.29,37.87,44.0,2539,755,1382,713,2,175000,NEAR BAY
469,-122.29,37.87,46.0,1267,324,792,321,2,165900,NEAR BAY
470,-122.29,37.86,52.0,1665,404,815,372,1,156900,NEAR BAY
471,-122.28,37.86,52.0,1659,367,788,346,2,164300,NEAR BAY
472,-122.29,37.87,52.0,2225,460,1145,430,2,150000,NEAR BAY
473,-122.29,37.86,50.0,2485,607,1354,563,1,150500,NEAR BAY
474,-122.28,37.86,52.0,2031,450,958,445,1,169900,NEAR BAY
475,-122.28,37.86,49.0,2932,668,1361,608,1,147400,NEAR BAY
476,-122.28,37.85,52.0,2246,472,1005,449,2,152700,NEAR BAY
477,-122.27,37.86,49.0,2052,435,924,414,2,182700,NEAR BAY
478,-122.28,37.86,52.0,1999,417,780,358,3,179300,NEAR BAY
479,-122.28,37.86,52.0,3007,691,1582,636,2,157700,NEAR BAY
480,-122.28,37.86,41.0,2214,550,1213,568,2,153100,NEAR BAY
481,-122.27,37.86,52.0,1088,305,486,267,2,250000,NEAR BAY
482,-122.27,37.86,52.0,834,186,494,175,3,206300,NEAR BAY
483,-122.27,37.86,52.0,1769,372,849,365,2,218800,NEAR BAY
484,-122.27,37.86,52.0,2307,583,1127,548,1,198200,NEAR BAY
485,-122.26,37.86,35.0,5161,1744,3276,1742,1,253600,NEAR BAY
486,-122.26,37.86,52.0,3497,832,1493,794,2,257400,NEAR BAY
487,-122.26,37.86,52.0,3774,744,1461,679,2,289500,NEAR BAY
488,-122.26,37.86,52.0,2888,604,1253,538,3,241700,NEAR BAY
489,-122.25,37.86,48.0,2153,517,1656,459,3,489600,NEAR BAY
490,-122.25,37.86,52.0,1389,191,514,202,7,446200,NEAR BAY
491,-122.25,37.86,52.0,1709,318,719,295,5,456300,NEAR BAY
492,-122.25,37.86,52.0,1587,444,878,449,1,336800,NEAR BAY
493,-122.24,37.86,52.0,1668,225,517,214,7,500001,NEAR BAY
494,-122.24,37.85,52.0,3726,474,1366,496,9,500001,NEAR BAY
495,-122.25,37.86,52.0,4048,663,1316,590,5,376900,NEAR BAY
496,-122.26,37.85,52.0,3618,768,1508,755,3,309600,NEAR BAY
497,-122.27,37.85,52.0,4076,920,1800,815,2,182300,NEAR BAY
498,-122.27,37.85,47.0,2077,400,719,326,2,172700,NEAR BAY
499,-122.27,37.85,50.0,1279,300,675,255,1,150800,NEAR BAY
500,-122.27,37.85,52.0,1974,426,875,363,1,153600,NEAR BAY
501,-122.27,37.85,52.0,335,83,152,77,2,106300,NEAR BAY
502,-122.27,37.85,47.0,1375,307,843,319,1,142300,NEAR BAY
503,-122.28,37.85,52.0,610,145,281,132,2,119400,NEAR BAY
504,-122.28,37.85,44.0,1025,198,506,204,1,147900,NEAR BAY
505,-122.28,37.85,48.0,2063,484,1054,466,2,132900,NEAR BAY
506,-122.29,37.84,35.0,1872,419,1017,414,2,132500,NEAR BAY
507,-122.28,37.83,52.0,3108,813,1623,765,2,126900,NEAR BAY
508,-122.3,37.84,14.0,7355,2408,3100,2051,4,143800,NEAR BAY
509,-122.23,37.83,52.0,2990,379,947,361,7,500001,NEAR BAY
510,-122.22,37.82,39.0,2492,310,808,315,11,500001,NEAR BAY
511,-122.22,37.82,42.0,2991,335,1018,335,13,500001,NEAR BAY
512,-122.23,37.82,52.0,3242,366,1001,352,12,500001,NEAR BAY
513,-122.23,37.82,52.0,3051,381,1005,369,8,466100,NEAR BAY
514,-122.23,37.82,52.0,3494,396,1192,383,12,500001,NEAR BAY
515,-122.24,37.83,52.0,1757,246,585,227,5,457800,NEAR BAY
516,-122.24,37.83,52.0,2449,312,916,316,8,471600,NEAR BAY
517,-122.23,37.82,52.0,1611,203,556,179,8,500001,NEAR BAY
518,-122.24,37.82,52.0,3665,517,1470,520,6,398600,NEAR BAY
519,-122.25,37.82,52.0,2474,403,1104,398,5,340700,NEAR BAY
520,-122.23,37.76,52.0,3037,516,1242,518,5,289900,NEAR BAY
521,-122.23,37.76,52.0,2269,323,805,321,4,335300,NEAR BAY
522,-122.23,37.76,52.0,1316,177,378,162,5,333000,NEAR BAY
523,-122.24,37.77,52.0,1153,235,481,223,2,241000,NEAR BAY
524,-122.23,37.77,52.0,772,179,409,160,3,189600,NEAR BAY
525,-122.24,37.77,52.0,1711,386,885,373,3,206300,NEAR BAY
526,-122.25,37.77,52.0,2650,566,1468,567,3,215700,NEAR BAY
527,-122.25,37.77,52.0,1038,220,482,215,3,210200,NEAR BAY
528,-122.25,37.77,52.0,1527,320,825,264,3,208800,NEAR BAY
529,-122.25,37.77,52.0,859,157,429,158,4,197900,NEAR BAY
530,-122.26,37.78,52.0,970,217,528,208,3,201300,NEAR BAY
531,-122.26,37.78,52.0,1045,239,496,216,2,190800,NEAR BAY
532,-122.27,37.78,52.0,1408,280,718,265,2,207900,NEAR BAY
533,-122.27,37.78,52.0,1222,264,630,265,3,215300,NEAR BAY
534,-122.27,37.78,45.0,1169,263,723,286,3,212900,NEAR BAY
535,-122.27,37.78,13.0,2020,535,959,486,5,292700,NEAR BAY
536,-122.28,37.79,30.0,4145,869,3668,855,2,275000,NEAR BAY
537,-122.3,37.77,42.0,2038,368,2037,355,2,200000,NEAR BAY
539,-122.29,37.78,42.0,1241,309,821,300,1,102200,NEAR BAY
540,-122.28,37.77,52.0,1468,363,870,347,2,220800,NEAR BAY
541,-122.28,37.77,27.0,3997,1073,1901,966,3,242800,NEAR BAY
542,-122.29,37.76,18.0,2873,763,1243,663,5,265400,NEAR BAY
543,-122.28,37.78,50.0,1487,306,730,327,2,219000,NEAR BAY
544,-122.26,37.77,52.0,1670,350,793,299,2,282100,NEAR BAY
545,-122.27,37.77,52.0,2252,388,1033,434,5,372000,NEAR BAY
546,-122.27,37.77,52.0,1731,377,872,363,4,225800,NEAR BAY
547,-122.27,37.77,52.0,1710,481,849,457,2,220800,NEAR BAY
548,-122.27,37.77,52.0,2388,559,1121,518,3,234500,NEAR BAY
549,-122.25,37.77,52.0,2156,458,872,445,3,254200,NEAR BAY
550,-122.26,37.77,52.0,1565,315,637,297,4,351800,NEAR BAY
551,-122.26,37.77,52.0,1704,371,663,340,4,275000,NEAR BAY
552,-122.26,37.77,52.0,1210,168,411,172,3,405400,NEAR BAY
553,-122.26,37.77,52.0,2097,444,915,413,2,228100,NEAR BAY
554,-122.26,37.77,52.0,1848,479,921,477,2,234000,NEAR BAY
555,-122.24,37.77,43.0,955,284,585,266,2,162500,NEAR BAY
556,-122.25,37.77,43.0,4329,1110,2086,1053,2,243400,NEAR BAY
557,-122.23,37.76,52.0,3011,542,1303,535,5,273800,NEAR BAY
558,-122.23,37.76,52.0,1049,185,374,176,4,248500,NEAR BAY
559,-122.24,37.76,52.0,2504,516,979,472,3,244000,NEAR BAY
560,-122.24,37.76,52.0,1846,471,827,446,2,240900,NEAR BAY
561,-122.23,37.76,52.0,1705,246,658,253,5,306300,NEAR BAY
562,-122.23,37.75,50.0,1542,289,654,268,3,240000,NEAR BAY
564,-122.24,37.75,27.0,4051,753,1499,797,4,286600,NEAR BAY
565,-122.24,37.76,52.0,2646,581,1128,522,3,266700,NEAR BAY
566,-122.24,37.76,49.0,2428,525,1110,492,3,229800,NEAR BAY
567,-122.24,37.76,52.0,2567,436,1119,415,4,229300,NEAR BAY
568,-122.24,37.73,21.0,7031,1249,2930,1235,4,228400,NEAR BAY
569,-122.25,37.74,25.0,1914,365,897,390,4,206200,NEAR BAY
570,-122.24,37.72,5.0,18634,2885,7427,2718,7,350700,NEAR BAY
571,-122.27,37.73,31.0,5785,1379,2973,1312,3,231000,NEAR BAY
572,-122.25,37.76,52.0,2876,648,1340,632,3,252900,NEAR BAY
573,-122.27,37.74,28.0,6909,1554,2974,1484,3,353900,NEAR BAY
574,-122.27,37.77,23.0,5679,1270,2690,1151,4,291700,NEAR BAY
575,-122.28,37.75,20.0,1156,365,583,326,3,100000,NEAR BAY
576,-122.06,37.77,12.0,14316,2045,5781,2007,7,341600,NEAR BAY
577,-122.06,37.73,5.0,3596,467,1738,512,7,412500,NEAR BAY
578,-122.06,37.71,36.0,3541,570,1478,529,4,248600,NEAR BAY
579,-122.07,37.71,40.0,1808,302,746,270,5,254900,NEAR BAY
580,-122.07,37.71,36.0,2879,480,1235,455,4,241500,NEAR BAY
581,-122.07,37.72,26.0,3204,477,1411,484,5,295200,NEAR BAY
582,-122.08,37.72,31.0,3866,531,1368,521,6,340400,NEAR BAY
583,-122.08,37.72,32.0,2476,368,1048,367,5,274700,NEAR BAY
584,-122.08,37.71,35.0,2211,350,1004,365,5,238600,NEAR BAY
585,-122.09,37.71,35.0,2663,387,1086,367,5,266400,NEAR BAY
586,-122.1,37.72,30.0,2599,366,922,350,5,330200,NEAR BAY
587,-122.11,37.71,36.0,4569,824,1950,819,4,206800,NEAR BAY
588,-122.1,37.7,25.0,2973,622,1413,595,4,209200,NEAR BAY
589,-122.1,37.69,30.0,3115,625,1444,568,3,195800,NEAR BAY
590,-122.09,37.71,31.0,1843,282,749,269,5,253500,NEAR BAY
591,-122.09,37.7,31.0,2053,336,867,329,4,241800,NEAR BAY
592,-122.1,37.71,27.0,6740,1073,2723,1035,5,252500,NEAR BAY
593,-122.09,37.7,30.0,1751,269,731,263,6,263900,NEAR BAY
594,-122.08,37.71,38.0,1663,295,781,301,5,227000,NEAR BAY
595,-122.08,37.71,38.0,3716,657,1784,652,4,220900,NEAR BAY
596,-122.08,37.7,32.0,2718,447,1156,410,5,259300,NEAR BAY
597,-122.07,37.7,39.0,1420,272,645,277,4,232500,NEAR BAY
598,-122.06,37.7,37.0,1893,310,821,315,4,231600,NEAR BAY
599,-122.06,37.7,33.0,3906,790,1912,770,3,209400,NEAR BAY
600,-122.07,37.7,32.0,3400,736,1487,694,3,223200,NEAR BAY
601,-122.08,37.7,25.0,3402,758,1645,710,3,209900,NEAR BAY
602,-122.09,37.7,33.0,4413,1107,2239,1051,2,208200,NEAR BAY
603,-122.07,37.69,29.0,2304,618,1021,552,2,203800,NEAR BAY
604,-122.08,37.69,36.0,2350,499,1105,467,3,195700,NEAR BAY
605,-122.07,37.69,31.0,5914,1309,2999,1295,3,190500,NEAR BAY
606,-122.08,37.69,43.0,1575,324,740,284,2,181000,NEAR BAY
607,-122.08,37.69,42.0,1414,274,629,244,3,184900,NEAR BAY
608,-122.08,37.68,37.0,848,202,314,205,2,190800,NEAR BAY
609,-122.08,37.68,15.0,3051,685,1479,668,3,242200,NEAR BAY
610,-122.09,37.69,20.0,4296,817,1732,800,4,188300,NEAR BAY
611,-122.15,37.74,52.0,2898,557,1338,550,3,183500,NEAR BAY
612,-122.14,37.74,52.0,1071,201,440,192,4,204200,NEAR BAY
613,-122.14,37.73,51.0,2619,403,922,393,4,251900,NEAR BAY
614,-122.15,37.74,49.0,1494,316,611,288,2,187500,NEAR BAY
615,-122.16,37.73,52.0,2260,416,994,412,4,198200,NEAR BAY
616,-122.15,37.74,52.0,1394,223,545,230,3,219000,NEAR BAY
617,-122.15,37.73,52.0,1028,129,317,143,4,275000,NEAR BAY
618,-122.15,37.73,45.0,3758,819,1573,736,2,245400,NEAR BAY
619,-122.17,37.73,46.0,2163,470,925,435,3,177500,NEAR BAY
620,-122.16,37.73,49.0,1699,408,768,385,2,171600,NEAR BAY
621,-122.17,37.73,52.0,1555,289,620,292,3,183300,NEAR BAY
622,-122.16,37.73,52.0,1114,206,425,207,2,175000,NEAR BAY
623,-122.18,37.72,45.0,1498,313,1003,305,3,156700,NEAR BAY
624,-122.18,37.71,45.0,726,147,519,135,3,157500,NEAR BAY
625,-122.17,37.71,38.0,890,200,481,198,3,179800,NEAR BAY
626,-122.18,37.7,36.0,2639,533,1209,519,4,205500,NEAR BAY
627,-122.18,37.7,35.0,2562,554,1398,525,3,178900,NEAR BAY
628,-122.19,37.71,36.0,361,69,158,58,5,262500,NEAR BAY
629,-122.17,37.72,42.0,3008,659,1817,664,3,165000,NEAR BAY
630,-122.17,37.72,46.0,1369,284,766,289,3,159700,NEAR BAY
631,-122.17,37.72,5.0,1692,398,814,328,3,158300,NEAR BAY
632,-122.16,37.72,38.0,1007,245,618,239,2,144800,NEAR BAY
633,-122.17,37.72,43.0,3783,814,2139,789,4,166300,NEAR BAY
634,-122.16,37.71,37.0,1507,242,632,253,4,191000,NEAR BAY
635,-122.16,37.71,36.0,666,132,366,134,3,175000,NEAR BAY
636,-122.16,37.72,10.0,2229,601,877,485,3,137500,NEAR BAY
637,-122.15,37.73,28.0,2215,587,830,573,2,141700,NEAR BAY
638,-122.15,37.72,31.0,1616,372,739,379,2,210900,NEAR BAY
639,-122.15,37.72,47.0,1190,251,540,266,3,198300,NEAR BAY
640,-122.15,37.72,29.0,4169,1047,2024,962,2,157400,NEAR BAY
641,-122.14,37.73,52.0,2024,320,823,334,5,264700,NEAR BAY
642,-122.14,37.73,38.0,1723,394,711,353,3,218400,NEAR BAY
643,-122.14,37.73,43.0,2264,390,931,368,3,235100,NEAR BAY
644,-122.13,37.73,33.0,1996,268,686,270,6,341800,NEAR BAY
645,-122.13,37.72,26.0,2862,394,1030,397,7,367300,NEAR BAY
646,-122.13,37.72,35.0,2183,383,976,392,3,243500,NEAR BAY
647,-122.12,37.71,35.0,1037,207,552,210,4,167900,NEAR BAY
648,-122.13,37.72,25.0,1134,153,340,171,6,371200,NEAR BAY
649,-122.14,37.72,39.0,786,132,288,132,3,218900,NEAR BAY
650,-122.14,37.72,45.0,1397,253,555,248,2,202700,NEAR BAY
651,-122.13,37.72,45.0,2315,451,1006,444,3,186200,NEAR BAY
652,-122.13,37.71,44.0,1613,339,776,346,3,188900,NEAR BAY
653,-122.13,37.71,44.0,1421,298,609,270,3,180000,NEAR BAY
654,-122.15,37.71,18.0,5778,1526,2441,1352,3,202700,NEAR BAY
655,-122.14,37.71,27.0,3094,866,1364,789,2,181700,NEAR BAY
656,-122.14,37.71,18.0,3905,1007,2197,1044,3,166800,NEAR BAY
657,-122.13,37.7,43.0,3046,557,1333,544,3,183700,NEAR BAY
658,-122.13,37.7,19.0,3516,710,1810,703,3,218000,NEAR BAY
659,-122.15,37.71,36.0,998,178,531,183,4,191500,NEAR BAY
660,-122.15,37.7,36.0,1464,244,672,261,3,194700,NEAR BAY
661,-122.14,37.7,17.0,1463,292,695,330,4,187200,NEAR BAY
662,-122.13,37.7,21.0,4124,1054,2162,998,2,223100,NEAR BAY
663,-122.13,37.69,17.0,2380,769,1216,643,3,271300,NEAR BAY
664,-122.14,37.7,36.0,1266,228,606,239,3,194100,NEAR BAY
665,-122.16,37.7,36.0,2239,391,1203,379,5,190400,NEAR BAY
666,-122.14,37.69,38.0,1571,317,874,301,4,189100,NEAR BAY
667,-122.15,37.69,38.0,1246,221,637,222,3,184600,NEAR BAY
668,-122.15,37.69,36.0,1501,287,703,276,3,197300,NEAR BAY
669,-122.15,37.7,36.0,1468,252,733,229,3,192600,NEAR BAY
670,-122.16,37.69,36.0,1118,219,625,228,3,192200,NEAR BAY
671,-122.16,37.7,36.0,1097,208,568,225,2,194600,NEAR BAY
672,-122.16,37.7,36.0,1719,303,836,311,4,193500,NEAR BAY
673,-122.17,37.7,24.0,1755,365,952,362,4,202600,NEAR BAY
674,-122.16,37.68,16.0,1687,348,568,352,2,83300,NEAR BAY
675,-122.17,37.69,24.0,2262,391,1125,366,4,212600,NEAR BAY
676,-122.18,37.68,5.0,2087,407,840,401,5,187800,NEAR BAY
677,-122.16,37.69,36.0,1480,278,796,283,4,205700,NEAR BAY
678,-122.15,37.69,36.0,1545,273,863,267,4,192900,NEAR BAY
679,-122.15,37.68,35.0,2632,447,1349,486,4,205200,NEAR BAY
680,-122.15,37.68,30.0,2261,443,929,383,4,213400,NEAR BAY
681,-122.15,37.69,39.0,1670,308,957,335,5,183600,NEAR BAY
682,-122.14,37.69,37.0,2141,535,1093,555,2,178400,NEAR BAY
683,-122.14,37.68,27.0,3337,613,1489,607,3,219200,NEAR BAY
684,-122.14,37.68,31.0,3184,716,1561,628,2,183100,NEAR BAY
685,-122.1,37.69,44.0,2341,500,1256,485,2,157100,NEAR BAY
686,-122.12,37.69,30.0,1197,269,695,279,3,157800,NEAR BAY
687,-122.13,37.69,34.0,1131,278,560,237,2,161700,NEAR BAY
688,-122.12,37.71,38.0,1164,284,632,289,3,152100,NEAR BAY
689,-122.12,37.7,41.0,3495,787,1849,750,2,144900,NEAR BAY
690,-122.12,37.7,17.0,2488,617,1287,538,2,179900,NEAR BAY
691,-122.12,37.69,35.0,2681,508,1580,536,4,179100,NEAR BAY
692,-122.12,37.7,19.0,2495,635,1571,579,2,159900,NEAR BAY
693,-122.11,37.7,23.0,1689,461,828,443,2,161400,NEAR BAY
694,-122.11,37.7,29.0,1298,306,835,338,2,170400,NEAR BAY
695,-122.11,37.7,19.0,2693,789,1765,724,2,137500,NEAR BAY
697,-122.11,37.69,37.0,2444,651,1562,618,2,155200,NEAR BAY
698,-122.11,37.69,42.0,1472,310,768,309,3,160900,NEAR BAY
699,-122.12,37.69,10.0,2227,560,1140,472,2,167300,NEAR BAY
700,-122.03,37.69,20.0,200,25,83,31,6,340000,NEAR BAY
701,-121.97,37.64,32.0,1283,194,485,171,6,431000,<1H OCEAN
702,-122.02,37.63,6.0,2445,590,1189,573,3,301100,NEAR BAY
703,-122.04,37.63,21.0,1307,236,586,249,4,241900,NEAR BAY
704,-122.05,37.63,5.0,3785,936,2240,792,3,162500,NEAR BAY
705,-122.04,37.66,10.0,2031,357,867,352,5,299200,NEAR BAY
706,-122.04,37.65,10.0,8299,1326,3827,1288,6,315500,NEAR BAY
707,-122.05,37.68,23.0,7518,1279,3827,1294,5,216800,NEAR BAY
708,-122.07,37.68,36.0,1815,426,1280,431,3,218100,NEAR BAY
709,-122.06,37.68,30.0,5367,1207,2667,1047,3,170300,NEAR BAY
710,-122.08,37.68,26.0,1167,370,253,137,2,275000,NEAR BAY
711,-122.08,37.68,26.0,2607,682,1401,607,2,184100,NEAR BAY
712,-122.08,37.67,29.0,493,168,233,152,0,160000,NEAR BAY
713,-122.09,37.67,48.0,1252,305,673,308,2,175000,NEAR BAY
714,-122.09,37.68,41.0,1382,353,704,314,3,197500,NEAR BAY
715,-122.09,37.69,43.0,500,110,273,120,3,150000,NEAR BAY
716,-122.09,37.68,29.0,2333,538,1120,540,2,205600,NEAR BAY
717,-122.09,37.68,41.0,1834,463,1105,467,2,170300,NEAR BAY
718,-122.09,37.68,43.0,1415,348,569,293,2,190900,NEAR BAY
719,-122.1,37.68,37.0,1352,342,691,324,3,196900,NEAR BAY
720,-122.1,37.68,37.0,2116,503,1109,448,2,174000,NEAR BAY
721,-122.11,37.68,37.0,1976,481,1197,465,2,170200,NEAR BAY
722,-122.1,37.68,38.0,1779,413,1061,400,3,180900,NEAR BAY
723,-122.1,37.67,34.0,3659,897,2479,903,2,150500,NEAR BAY
724,-122.1,37.68,31.0,1892,428,1162,389,3,167100,NEAR BAY
725,-122.12,37.68,35.0,1958,484,1146,448,2,148900,NEAR BAY
726,-122.12,37.68,40.0,1553,253,724,267,4,196400,NEAR BAY
727,-122.12,37.68,37.0,2412,394,975,375,4,191100,NEAR BAY
728,-122.11,37.67,36.0,2110,389,952,370,3,187500,NEAR BAY
729,-122.12,37.68,45.0,2179,401,1159,399,3,180600,NEAR BAY
730,-122.13,37.68,45.0,2457,445,1129,422,4,182800,NEAR BAY
731,-122.13,37.68,44.0,2147,399,1175,401,4,179300,NEAR BAY
732,-122.13,37.68,43.0,1676,340,924,328,3,179400,NEAR BAY
733,-122.14,37.68,35.0,2976,518,1424,538,4,210300,NEAR BAY
734,-122.14,37.67,34.0,3036,533,1366,500,4,192300,NEAR BAY
735,-122.15,37.67,35.0,2472,398,1171,390,5,198100,NEAR BAY
736,-122.14,37.67,36.0,1487,249,641,243,4,196200,NEAR BAY
737,-122.13,37.67,38.0,2012,347,880,332,3,181600,NEAR BAY
739,-122.14,37.67,37.0,3156,534,1495,543,4,188300,NEAR BAY
740,-122.13,37.67,40.0,1748,318,914,317,3,184000,NEAR BAY
741,-122.12,37.67,33.0,3429,681,1798,694,3,184700,NEAR BAY
742,-122.13,37.67,42.0,3592,703,1625,665,3,179900,NEAR BAY
743,-122.11,37.67,38.0,1035,247,599,224,3,167200,NEAR BAY
744,-122.11,37.67,32.0,3028,811,2037,703,3,165400,NEAR BAY
745,-122.09,37.67,33.0,2431,655,1854,603,2,154000,NEAR BAY
746,-122.09,37.67,39.0,2069,500,1408,478,3,153500,NEAR BAY
747,-122.09,37.66,40.0,1340,313,766,271,3,135400,NEAR BAY
748,-122.09,37.66,39.0,1160,259,725,274,2,158300,NEAR BAY
749,-122.05,37.68,32.0,2015,318,1019,340,6,240700,NEAR BAY
750,-122.06,37.67,22.0,3882,816,1830,743,4,180700,NEAR BAY
